brandname,pid,pname,age,tags,repurchased,like_c,concern_list,skin_type,score,date,text
겔랑,31781,빠뤼르 골드 래디언스 파운데이션 SPF30 PA+++,27,"['촉촉한', '커버력좋은']",0,0,"모공,잡티,건조함",복합성,4,2017-09-25,"우연히 이제품을 갖게되었는데
무너질때 그나마 엄청 못생기게 무너지지 않더라구요~
퍼프로 바를때는 뭔가 잘 펴발라지지 않았고 소량을 손으로 바르고 톡톡 쳐내야 그나마 이쁘게 잘 발리더라구용ㅎㅎ
그 무엇보다 값이 너무 창렬이였어요 #촉촉한 #커버력좋은 "
겔랑,31781,빠뤼르 골드 래디언스 파운데이션 SPF30 PA+++,25,"['커버력좋은', '지속력좋은', '아쉬운점']",0,0,"모공,각질,피지과다",지성,4,2017-09-21,일년 내내 사용해봐도 참 무난한 제품인 것 같아요. 저는 특히 겨울에 쓰기 좋았어요. #커버력좋은 제품이라 컨실러없이 사용해도 좋더라구요. #지속력좋은 편이라 기름만 톡톡 제거해주면 하루종일 갔어요. 다크닝은 안느껴졌어요. #아쉬운점 이라면 색... 저는 00호를 샀는데 제 피부톤보다 살짝 어두운데다가 옐로베이스더라구요. 더이상 밝은 옐로베이스가 없어서 아쉬웠어요. 그리고 가격이겠죠...ㅋㅋㅋ그래서 별 하나를 뺐는데 이 두 단점빼고는 완벽한 제품입니다.
겔랑,31781,빠뤼르 골드 래디언스 파운데이션 SPF30 PA+++,35,"['커버력좋은', '지속력좋은', '자연스러운', '촉촉한', '인생템', '추천템']",1,0,"잡티,건조함,민감성",복합성,4,2017-09-20,가격이 비싼거 이외에는 특별한 단점이 없어요 케이스가 불투명이라 얼마나 남았는지 모르는거 정도? 촉촉하면서 커버력있는 제품을 찾는다면 추천이에요 무너짐도 예쁘고 다크닝도 없고 바르면 피부가 자연스럽고 좋아보여요 #커버력좋은 #지속력좋은 #자연스러운 #촉촉한 #인생템 #추천템 
겔랑,31781,빠뤼르 골드 래디언스 파운데이션 SPF30 PA+++,24,['자연스러운'],0,6,"건조함,트러블,아토피",복합성,3,2017-07-24,엄청 좋다고해서 샀는데 생각보다는 아니였어요..하지만 촉촉하고 어느정도 커버력도 있었습니다 노란피부인데 #자연스러운 느낌이였어요~~
겔랑,31781,빠뤼르 골드 래디언스 파운데이션 SPF30 PA+++,28,"['이거왜안사', '다크닝없는', '발림성좋은', '예쁘게무너지는', '로르와꿀조합', '색은', '0호도어두워요']",0,2,"주름,피부톤,민감성",복합성,4,2016-10-21,"#이거왜안사 #다크닝없는 #발림성좋은 #예쁘게무너지는
#로르와꿀조합 #색은 별로ㅜㅜ #0호도어두워요
고급스럽게 피부표현을 완성시켜주는 겔랑 골드파운데이션! 란제리와 비교도 많이 되던데 겔랑 파데들이 다 컬러가 어둡더라구요. 그래도 다크닝도 없고 커버력도 나쁘지 않아요.!"
겔랑,31781,빠뤼르 골드 래디언스 파운데이션 SPF30 PA+++,25,"['커버력좋은', '지속력좋은']",0,1,"모공,피부톤,피지과다",지성,4,2017-08-23,"#커버력좋은 #지속력좋은 제품이에요!
지성피부인데 이거 쓸 때는 수정화장을 한 번도 안하고 기름종이로 톡톡 닦아낸게 끝이라 굉장히 편했어요
오히려 시간이 좀 지나서 피부에 기름이랑 섞이면 더 예쁘게 피부가 표현됐어요!
단점은 가장 밝은 호수임에도 색이 노래요..ㅠㅠ 색만 개선되면 재구매 할 의사는 있습니다"
겔랑,31781,빠뤼르 골드 래디언스 파운데이션 SPF30 PA+++,27,"['자연스러운', '커버력짱짱맨']",0,1,"모공,트러블,피지과다",복합성,4,2017-06-10,#자연스러운 마무리감 #커버력짱짱맨 모든게 다좋은데 안좋은점 딱하나 가격이 겁나 비쌈
겔랑,31781,빠뤼르 골드 래디언스 파운데이션 SPF30 PA+++,49,"['촉촉한', '인생템', '추천템', '자연스러운']",1,1,"모공,잡티,트러블",복합성,5,2017-03-19,"촉촉하면서 커버력도나쁘지 않음 가격부담이 있어 면세점 갈때마다 틈틈이 쟁임 완벽한 커버를 원하면 에스티 더블웨어와 섞어씀
 #촉촉한 #인생템 #추천템 #자연스러운"
겔랑,31781,빠뤼르 골드 래디언스 파운데이션 SPF30 PA+++, ,"['인생템', '추천템', '화사한']",0,1, , ,4,2016-06-15,"밀착력대애박 옐로우베이스에 톤보정대애박!!
여름에쓰기 딱좋은 파데!! #인생템 #추천템 #화사한 "
겔랑,31781,빠뤼르 골드 래디언스 파운데이션 SPF30 PA+++,32,"['핑크베이스', '옐로우베이스', '발림성좋은', '예쁘게무너지는', '인생템', '가격']",0,1,"모공,각질",복합성,4,2016-06-15,"#핑크베이스 가 아닌 #옐로우베이스 로 정말! 부드럽게 #발림성좋은  아이예요!
일단!! #예쁘게무너지는  제품이라 많은 분들의 #인생템 일만한 하더라구요
#가격 은 비싸지만 비싼값을 해요 +_+"
겔랑,31781,빠뤼르 골드 래디언스 파운데이션 SPF30 PA+++,30,"['파운데이션', '발림성좋은']",0,1,"모공,잡티",복합성,3,2016-06-08,"엄청 베스트도 아니고 그렇다고 나쁜것도 아니고 딱 무난한거 같아요
근데 또 무난한거에 비해서는(?) 발림성, 지속력은 나쁘지 않은것도 같고?!
저는 얼굴에 커버할게 많은데, 커버력이 엄~청 좋은건 아니라서
컨실러 따로 쓰긴 쓰지만 그래도 이 정도면 나쁘지 않네요
근데 역시나 가격이... 좀 비싸서 면세찬스 아니면 못살거같아요ㅠ_ㅠ

#파운데이션 #발림성좋은"
겔랑,31781,빠뤼르 골드 래디언스 파운데이션 SPF30 PA+++,26,"['커버력지속력좋은', '예쁘게무너지는', '옐로우베이스']",0,1, ,복합성,4,2016-06-04,"지복합성에 트러블자국도 많은 피부에요 이 제품은 커버력이 뛰어나서 컨실러가 따로 필요없고 적은 양으로도 얼굴전체 커버 가능해요! 6시간 정도는 무너짐 없이 튼튼하고 그이후에도 적당한 유분기랑 섞여 예쁘게 무너져요~ 가격은사악하지만 보통 파데보다 훨씬 오래쓰고 제품력이 좋아요ㅠㅠ재구매의사 100%입니당
   #커버력지속력좋은 #예쁘게무너지는 #옐로우베이스"
알엠케이,32642,젤 크리미 파운데이션,33,"['커버력좋은', '지속력좋은']",0,4,"주름,잡티,건조함",건성,4,2018-05-09,"건성이지만 여름엔 세미매트 파데를 선호하기 때문에 여름에 사용하려고 구매함
22호 피부톤인데 가장 밝은톤을 선택했지만 색상이 화사한 맛은 없고 자연스럽게 표현됩니다.
커버력도 좋아서 매끈한 피부표현이 가능
모공커버도 잘되고 지속력도 좋아서 여름에 즐겨 사용했답니다
수분감있게 촉촉하게 발리지만 브러쉬로 바르긴 쫀쫀해서 퍼프와 궁합이 좋아요 #커버력좋은 #지속력좋은"
알엠케이,32642,젤 크리미 파운데이션,27,[],1,0,건조함,복합성,5,2018-03-07,"제 여름용 인생파데에요. 겨울에는 건조해서 오일을 섞어 발라줘야하지만 여름엔 피부 속 적당한 유분기로 예쁘게 올라가요.
컬러는 저는 옐로우 톤에 어두운 편이라 평소 23호나 25호 쿠션을 사용했었는데 이건 102호가 제 목색이랑 경계없이 표현되요."
알엠케이,32642,젤 크리미 파운데이션,33,"['인생템', '에그파데']",0,1,"모공,피부톤,민감성",복합성,5,2018-02-14,동일 브랜드의 리퀴드가 너무 좋아서 구매한 게 젤크리미 입니다. 매장가서 테스트 받는데 RMK 특유의 피부표현에 무릎꿇었어요 ㅠㅠ 지속력은 리퀴드보다 좋고. 사진에 손등발색 위가 젤크리미 밑에가 리퀴드에요. 촉촉한 건 리퀴드가 더 촉촉한데 커버력은 젤크리미가 더 좋아요! #인생템 #에그파데
알엠케이,32642,젤 크리미 파운데이션,32,"['자연스러운', '촉촉한', '추천템']",0,0,"모공,잡티,피부톤",복합성,4,2017-12-20,"평소 쿠션 거의 대부분 23호 쓰는데 101호가 맞아요 인터넷으로 102호 살려다 백화점가서 테스트해보니 101호가 맞네요 평소 21호 쓰시는분은 201호가 쓰셔야될거같아요
밀착력 좋고 커버력도 나쁘지않고 무엇보다 피부가 굉장히 편해요! 두겹세겹 발라도 두꺼워보이지않아요 
#자연스러운 #촉촉한 #추천템 "
알엠케이,32642,젤 크리미 파운데이션,22,"['겨울전용파데', '얇게발리는파데']",1,0,모공,지성,5,2017-12-13,"겨울만되면 찾는 인생템!!!
백화점치고 가격도 착하고 무엇보다 얇고 진짜 크리미하게 발립니다 
솔직히 색은 좀 노랗지만 102호는 로드샵 23호분들이 쓰면 좋은 호수입니다
피부와 잘 어우러져서 진짜 가볍고 좋은 꿀피부템!
#겨울전용파데#얇게발리는파데"
알엠케이,32642,젤 크리미 파운데이션,22,"['커버력좋은', '자연스러운', '추천템']",0,0,"민감성,트러블",중성,4,2017-12-13,제일 밝은 색상을 구매했는데도 파운데이션 색깔이 조금 탁해요. 그래도 피부에 바르면 까매지거나 얼굴빛이 탁해지지는 않아요. 커버력도 괜찮고 건조하지도 않고 괜찮은 제품입니다. #커버력좋은 #자연스러운 #추천템 
알엠케이,32642,젤 크리미 파운데이션,30,"['지속력좋은', '자연스러운', '촉촉한', '인생템', '추천템']",1,0,"모공,잡티,피부톤",복합성,5,2017-11-10,이거 너무좋아요♡♡ 완전강추!! 다크닝 무너짐1도 없는 파데!!!!! 커버력이 좀 약해서 완벽커버하시는분들에겐 비추이지만 나머지분들에겐 강추강추!!! #지속력좋은 #자연스러운 #촉촉한 #인생템 #추천템 
알엠케이,32642,젤 크리미 파운데이션,21,['자연스러운'],0,0,"민감성,트러블,피지과다",중성,4,2017-09-23,"개인적으로 RMK 파운데이션들이 제 피부와 컬러가 너무 잘 맞아서 좋아합니다!
또 RMK 파운데이션은 자연스러운 피부표현을 할 수 있어서 좋아해요! 그래서 엄청난 커버력을 기대하시면 안됩니다! 
발림성도 좋고 가볍고 예쁜 피부표현이 가능한데...
저한테 무너짐이 별로였어요.. 번들번들하게..
짧은시간 외출용으로 사용하기 좋아요!
또 쌩얼메이크업 하기에도 좋아요! 
적당한 커버력으로 정말 자연스러운 피부 연출이 가능합니다! #자연스러운 "
알엠케이,32642,젤 크리미 파운데이션,34,"['자연스러운', '촉촉한']",0,0,"모공,건조함,피부톤",중성,4,2017-09-22,"23호 웜톤에 102호 자연스럽게 잘 맞습니다. 
좀 더 화사한걸 좋아하는 23호라면 한톤 밝은걸 쓰면 좋을것 같아요.
쫀득한 제형이지만 가볍고 얇게 발립니다.
RMK답게 투명하고 자연스러운 피부표현에 최고구요,
커버력은 중간 정도 입니다.
너무 건조하지도 않고 끈적임도 없어서 만족해요. #자연스러운 #촉촉한 
지속력은 그냥 보통."
알엠케이,32642,젤 크리미 파운데이션,33,[],0,0,"모공,잡티,민감성",복합성,4,2017-09-22,"조르지오 아르마니 레스팅 실크 처럼 실리콘처럼 매끄러운 피부표현이 되요~ 101컬러는 21호인 제게 조금 어두웠어요~ 지속력, 무너짐 나쁘지않고 다크닝없었어요~ 얇고 가볍게 발려서 딱 제가 좋아하는 포뮬러라 재구매 의사도 있어요^^"
알엠케이,32642,젤 크리미 파운데이션,33,"['건성파데', '인생템', '인생파데', '파운데이션추천', '건성파운데이션', '촉촉한', '가벼운']",1,4,"잡티,건조함,피부톤",건성,5,2017-09-10,"제 인생파데예요! 처음엔 리퀴드파데를 고현정 파데로 먼저 접했는데 크리미파데, 젤크리미파데 순서로 쓰면서 몇년간 루미코만 썼어요! 당시에 이렇게 얇게 발리면서 커버와 지속이 이정도 되는 파데는 드물었어요! 발림성도 피팅감도 여지껏 이것보다 좋은 파데는 본적이 없는것 같아요 특히 가을겨울 되니까 더 생각 나네요 젤크미리는 두통 썼었어요 이번가을에 또 구매해야겠네요 진짜 촉촉하면서도 피부가 숨쉬는 기분! 다크닝도 없고 다크써클도 커버 되고 너무좋아요~
#건성파데 #인생템 #인생파데 #파운데이션추천 #건성파운데이션 #촉촉한 #가벼운"
알엠케이,32642,젤 크리미 파운데이션,33,"['지속력좋은', '광택감', '자연스러운', '광', '추천템', '인생템']",1,3,"주름,잡티,건조함",건성,5,2017-08-07,"파운데이션 안에
공기가 들어가 있는 것처럼 너무 가볍게 잘 펴발려요. 처음에는 제가 기존에 썼던 파운데이션보다 커버력이 낮아서 아.. 별로다 싶었는데, 쓰다보니까 피부가 더 얇게 표현되어서 제 화장도 가벼워보이고 무엇보다 다크닝 현상이 타 제품보다 현저히 없어요. 저녁까지 톤이 잘 유지되요. 에어리스 펌프로 되어있어서 끝까지 깔끔하게 잘 쓸 수 있어요. 그리고 전 소량 양쪽 볼 이마 턱에 손으로 살짝 펴발라준다음에 스펀지로 발랐어요. 그리고 얼굴에 광택감이 나서 피부도 건강해보여요-!#지속력좋은#광택감#자연스러운#광#추천템#인생템"
알엠케이,32642,젤 크리미 파운데이션,25,[],1,1,건조함,건성,5,2017-06-10,이거는 진짜 얼굴이 23호보다 어둡지 않은 이상은 옐베는 101호 핑베는 201호 쓰셔야 합니다. 색깔은 참 맘에 안들지만 피부표현이 짱짱이에요! 속은 촉촉 겉은 보송이란게 이런거구나 느끼게해준 아이템입니다. 면세에 입고가 너무 안되서 기다림이 필수인 템... RMK 열일해라..
알엠케이,32642,젤 크리미 파운데이션,24,[],1,0,"모공,각질,건조함",건성,5,2017-01-29,이거 너무좋은데ㅠㅠㅠㅠ메포꺼 쓰다가 이걸로 바꿧는데 피부 좋아보인다는 소리듣고 바르면 좀 화사해보이고 좋아요! 모공도 가려지고 굿!
알엠케이,32642,젤 크리미 파운데이션,32,[],1,0,"모공,주름,건조함",건성,4,2017-01-13,"건성인데 촉촉하면서 커버력도 어느 정도 있고 지속력도 좋아서 수정화장할 필요가 없어요
매장 좀 더 생겼으면 좋겠어요ㅜ"
알엠케이,32642,젤 크리미 파운데이션,25,"['이거왜안사', '인생템', '추천템', '발림성좋은', '화사한', '촉촉한', '예쁘게무너지는', '강추']",0,0,"각질,건조함",건성,4,2016-10-24,#이거왜안사 #인생템 #추천템 #발림성좋은 #화사한 #촉촉한 #예쁘게무너지는 깐달걀 피부 만들어주는 예쁜 파데! 얇고 자연스럽게 발리구 완전 촉촉해서 건성피부에 완전 좋은 제품이예요 :) 가끔 좀 겉돈다고 느껴질때가 있는데 베이스 탄탄히 잡아주면 괜찮아요~ 201호는 밝은 핑크베이지라 노란기도 잘 잡아주고 예뻐요! #강추
알엠케이,32642,젤 크리미 파운데이션,25,"['예쁘게무너지는', '추천템', '화사한제품']",0,0, , ,4,2016-06-09,절대 뜨지않고 21호쓰는 저한테 색상도 잘어울리고 무너질때 너무 예쁘게 무너져서 더 마음에 들었고 촉촉해요. 근데 살짝 다크닝 있어요 #예쁘게무너지는#추천템#화사한제품
